date,startup,vertical,subvertical,city,investors,round,amount,month,year
2017-05-16,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,4.1585,May,2017
2017-05-17,Geni,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed Funding,0.41585,May,2017
2017-05-17,Paysens,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,44.0801,May,2017
2017-05-18,The Good Lif,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,8.317,May,2017
2017-05-18,Paytm,ECommerce,Mobile Wallet & ECommerce platform,Bangalore,SoftBank Group,Private Equity,11643.8,May,2017
2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,8.317,May,2017
2017-05-01,Delhivery,Logistics,ECommerce Logistics provider,New Delhi,Fosun International,Private Equity,249.51,May,2017
2017-05-01,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed Funding,4.1585,May,2017
2017-03-05,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,54.8922,March,2017
2017-03-05,Bo,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,8.317,March,2017
2017-04-05,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,4.82386,April,2017
2017-05-05,Aye Financ,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private Equity,66.536,May,2017
2017-09-05,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,29.1095,September,2017
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,12.4755,May,2017
2017-05-30,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,665.36,May,2017
2017-05-31,SastaSundar,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,41.585,May,2017
2017-05-31,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,58.219,May,2017
2017-01-04,Cash,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,31.6046,January,2017
2017-03-04,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,68.1994,March,2017
2017-03-04,Healthcare at Hom,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,332.68,March,2017
2017-04-04,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,5.8219,April,2017
2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,50.7337,April,2017
2017-04-04,Whatfi,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,30.68973,April,2017
2017-04-04,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,58.219,April,2017
2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,4.1585,April,2017
2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,4.1585,April,2017
2017-05-04,Fingerli,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,24.951,May,2017
2017-06-04,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,8.317,June,2017
2017-06-04,Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,41.585,June,2017
2017-07-04,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,149.706,July,2017
2017-08-04,FastFo,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,38.2582,August,2017
2017-10-04,Omnify,Technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,1.24755,October,2017
2017-10-04,Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,2.4951,October,2017
2017-11-04,Ninjacart,eCommerce,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekanixe2x80x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,45.7435,November,2017
2017-11-04,MergerWar,Technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Seed Funding,0.8317,November,2017
2017-12-04,Clovia,eCommerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,33.268,December,2017
2017-12-04,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,37.4265,December,2017
2017-12-04,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,37.4265,December,2017
2017-12-04,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,0.8317,December,2017
2017-04-13,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,64.0409,April,2017
2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,499.02,April,2017
2017-04-15,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,2.57827,April,2017
2017-04-17,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,12.4755,April,2017
2017-04-17,Snackibl,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,1.455475,April,2017
2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,5.15654,April,2017
2017-04-17,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,38.67405,April,2017
2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,0.0,April,2017
2017-04-18,Whodat,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,4.9902,April,2017
2017-04-18,Absentia VR,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,10.39625,April,2017
2017-04-19,IOTrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding,1.289135,April,2017
2017-04-01,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,24.951,April,2017
2017-01-04,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,8.317,January,2017
2017-04-04,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,52.3971,April,2017
2017-04-04,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,415.85,April,2017
2017-04-04,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,26.6144,April,2017
2017-05-04,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,0.374265,May,2017
2017-05-04,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,25.7827,May,2017
2017-06-04,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,0.0,June,2017
2017-06-04,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,91.487,June,2017
2017-06-04,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,12.4755,June,2017
2017-06-04,StalkBuyLov,eCommerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,8.317,June,2017
2017-07-04,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,29.9412,July,2017
2017-07-04,iNurtur,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,12.4755,July,2017
2017-08-04,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,6.23775,August,2017
2017-01-03,Ola,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,2744.61,January,2017
2017-01-03,Belong,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,83.17,January,2017
2017-03-01,Celes Car,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,12.4755,March,2017
2017-03-01,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,4.1585,March,2017
2017-03-01,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,4.1585,March,2017
2017-03-01,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,63.2092,March,2017
2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,0.623775,March,2017
2017-03-03,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,55.7239,March,2017
2017-03-03,Paytm Marketplac,ECommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,0.0,March,2017
2017-04-03,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,162.1815,April,2017
2017-06-03,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,9.9804,June,2017
2017-06-03,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,1.24755,June,2017
2017-06-03,PickM,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,14.88743,June,2017
2017-07-03,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,83.17,July,2017
2017-07-03,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,83.17,July,2017
2017-07-03,Data Resolv,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,8.317,July,2017
2017-07-03,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,0.24951,July,2017
2017-07-03,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,30.35705,July,2017
2017-08-03,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,124.755,August,2017
2017-08-03,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,9.1487,August,2017
2017-08-03,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,0.99804,August,2017
2017-09-03,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding,4.1585,September,2017
2017-09-03,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,37.4265,September,2017
2017-10-03,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,3.684431,October,2017
2017-10-03,Lavelle Networks,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding,4.9902,October,2017
2017-03-15,LatestOn,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,27.86195,March,2017
2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,0.8317,March,2017
2017-03-16,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,11.22795,March,2017
2017-03-16,POPxo,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,25.7827,March,2017
2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,0.0,March,2017
2017-01-03,Flipkart,eCommerce,ECommerce Marketplace,Bangalore,"Microsoft, eBay, Tencent Holdings",Private Equity,11643.8,January,2017
2017-01-03,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,30.52339,January,2017
2017-01-03,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,Lxe2x80x99Occitane,Private Equity,44.0801,January,2017
2017-03-01,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,1.588547,March,2017
2017-03-03,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,124.755,March,2017
2017-03-03,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,465.752,March,2017
2017-04-03,Bizom,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding,3.177094,April,2017
2017-04-03,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,831.7,April,2017
2017-08-03,Fynd,ECommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,4.1585,August,2017
2017-08-03,DoneThing,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity,2.4951,August,2017
2017-09-03,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,2.703025,September,2017
2017-09-03,perpul,eCommerce,Self-Checkout ECommerce App,Bangalore,KStart Capital,Seed Funding,5.40605,September,2017
2017-09-03,Licious,ECommerce,Online Meat Ordering platform,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,83.17,September,2017
2017-09-03,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,0.41585,September,2017
2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,1.289135,March,2017
2017-03-31,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,24.951,March,2017
2017-03-31,BigBasket,ECommerce,Online Grocer,Bangalore,Trifecta Capital,Private Equity,58.219,March,2017
2017-03-31,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,xc2xa0 Eight Roads Ventures",Private Equity,41.585,March,2017
2017-06-02,Capital Float,Consumer Internet,Online lending platform,Bangalore,IFMR Capital Finance,Private Equity,4.1585,June,2017
2017-07-02,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,3.74265,July,2017
2017-07-02,Travel Triangl,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,83.17,July,2017
2017-08-02,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Seed Funding,8.317,August,2017
2017-08-02,Zenati,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,9.9804,August,2017
